877723;0
877792;0
877840;0
878821;0
878842;0
878855;0
878871;0
878907;0
878908;0
878912;0
878919;0
878974;0
878977;0
878993;0
879020;0
879033;0
879061;0
879403;0
879453;0
879454;0
879478;0
879500;0
879535;0
879889;0
881801;0
882320;0
882324;0
882330;0
882332;0
882341;0
882342;0
882348;0
882350;0
882356;0
882360;0
882364;0
882367;0
882368;0
882372;0
882382;0
882383;0
882387;0
882391;0
882392;0
882393;0
882402;0
882410;0
882415;0
882419;0
882423;0
882426;0
882433;0
882435;0
882439;0
882442;0
882459;0
882469;0
882478;0
882479;0
882483;0
882497;0
882506;0
882507;0
882508;0
882512;0
882515;0
882518;0
882522;0
882532;0
882543;0
882545;0
882564;0
882578;0
882583;0
882587;0
882591;0
882593;0
882599;0
882602;0
882608;0
882609;0
882612;0
882616;0
882626;0
882631;0
882652;0
882674;0
882699;0
882700;0
882705;0
882715;0
882729;0
882747;0
882752;0
882756;0
882763;0
882768;0
882775;0
882793;0
882796;0
882801;0
882837;0
882868;0
882869;0
882886;0
882891;0
882919;0
882923;0
882927;0
882934;0
882938;0
882957;0
882973;0
882975;0
882977;0
882987;0
882991;0
882999;0
883011;0
883016;0
883018;0
883021;0
883028;0
883035;0
883062;0
883072;0
883077;0
883079;0
883102;0
883122;0
883169;0
883364;0
883418;0
883424;0
883432;0
883438;0
883441;0
883444;0
883449;0
883450;0
883455;0
883463;0
883476;0
883483;0
883486;0
883498;0
883507;0
883513;0
883522;0
883526;0
883527;0
883546;0
883565;0
883597;0
883613;0
883619;0
883624;0
883670;0
883716;0
883724;0
883739;0
883753;0
883768;0
883773;0
883931;0
883950;0
883956;0
883979;0
884001;0
884248;0
884303;0
884339;0
884384;0
884596;0
884624;0
884673;0
884717;0
884766;0
884804;0
884851;0
884856;0
884878;0
884879;0
884881;0
884909;0
884913;0
884916;0
884939;0
884945;0
884947;0
884948;0
884961;0
884971;0
884979;0
884980;0
884987;0
884988;0
884989;0
885004;0
885008;0
885032;0
885041;0
885047;0
885052;0
885056;0
885063;0
885085;0
885086;0
885126;0
885129;0
885149;0
885159;0
885163;0
885220;0
885260;0
885269;0
885279;0
885297;0
885301;0
885316;0
885344;0
885360;0
885449;0
885544;0
885582;0
885638;0
885715;0
885914;0
886081;0
886169;0
886455;0
897420;1
897636;1
898021;1
899007;1
899035;1
899257;1
899392;1
899418;1
899513;1
899598;1
899809;1
899833;1
899860;1
899873;1
900024;1
900062;1
900094;1
900137;1
900145;1
900148;1
900157;1
900163;1
900306;1
900309;1
900339;1
900576;1
901961;1
902050;1
902212;1
902997;1
903084;1
903166;1
903175;1
903201;1
903500;1
903583;1
903585;1
903597;1
903600;1
903997;1
904043;1
904045;1
904073;1
904074;1
904076;1
904104;1
904114;1
904121;1
904123;1
904128;1
904143;1
904153;1
904161;1
904167;1
903604;1
903609;1
903616;1
903629;1
903636;1
903646;1
903652;1
903826;1
903828;1
903863;1
903909;1
903911;1
903919;1
903930;1
903941;1
903948;1
903949;1
903951;1
903955;1
904318;1
904319;1
904339;1
904348;1
904392;1
904394;1
904469;1
904502;1
904527;1
904531;1
904533;1
904817;1
904823;1
904984;1
905118;1
905160;1
905166;1
905206;1
905210;1
905215;1
905257;1
905267;1
905345;1
905366;1
905457;1
905587;1
904210;1
904215;1
904225;1
904241;1
904251;1
904263;1
904283;1
904294;1
905634;1
905837;1
905871;1
905969;1
906010;1
906016;1
906036;1
906038;1
906061;1
906073;1
906090;1
906101;1
906104;1
906110;1
906118;1
906121;1
906137;1
906142;1
906147;1
906148;1
906149;1
906162;1
906165;1
906166;1
906176;1
906228;1
906232;1
906253;1
906275;1
906287;1
906300;1
906332;1
906335;1
906343;1
906388;1
906430;1
906493;1
906499;1
906535;1
906712;1
906758;1
906768;1
906796;1
906908;1
906941;1
907560;1
907747;1
907893;1
907904;1
908084;1
908351;1
908397;1
917211;2
917255;2
917273;2
917283;2
917290;2
917300;2
917311;2
917319;2
917325;2
917329;2
917346;2
917351;2
917356;2
917370;2
917392;2
917406;2
917411;2
917427;2
917448;2
917454;2
917465;2
917497;2
917506;2
917528;2
917544;2
917560;2
917564;2
917586;2
917603;2
917610;2
917613;2
917626;2
917632;2
917649;2
917653;2
917654;2
917677;2
917684;2
917693;2
917699;2
917711;2
917738;2
917772;2
917773;2
917821;2
917843;2
917861;2
917862;2
917875;2
917886;2
917890;2
917904;2
917933;2
917949;2
917984;2
918011;2
918025;2
918039;2
918077;2
918083;2
918098;2
918155;2
918157;2
918161;2
918192;2
918217;2
918224;2
918299;2
918328;2
918338;2
918347;2
918396;2
918398;2
918418;2
918429;2
918431;2
918441;2
918445;2
918451;2
918456;2
918475;2
918476;2
918515;2
918556;2
918597;2
918614;2
918639;2
918657;2
918710;2
918730;2
918742;2
918773;2
918775;2
918796;2
918801;2
918818;2
918823;2
918856;2
918943;2
919062;2
919076;2
919792;2
920779;2
921894;2
923761;2
923843;2
924570;2
924737;2
925654;2
925876;2
926360;2
927058;2
915437;2
915454;2
915472;2
915521;2
915522;2
915564;2
915586;2
915614;2
915625;2
915704;2
915747;2
915750;2
915810;2
915811;2
915841;2
915847;2
915887;2
915897;2
915909;2
915938;2
915958;2
915983;2
915994;2
916069;2
916091;2
916133;2
916139;2
916159;2
916189;2
916198;2
916208;2
916215;2
916265;2
916309;2
916321;2
916326;2
916335;2
916359;2
916469;2
916483;2
916500;2
916506;2
916519;2
916534;2
916547;2
916567;2
916603;2
916624;2
916646;2
916666;2
916705;2
916730;2
916735;2
916747;2
916757;2
916787;2
916797;2
916819;2
916838;2
916861;2
916866;2
916894;2
916926;2
916933;2
916943;2
916975;2
916980;2
916984;2
916997;2
917005;2
917007;2
917012;2
917037;2
917052;2
917058;2
917066;2
917072;2
917073;2
917076;2
917085;2
917098;2
917107;2
917109;2
917146;2
917167;2
917173;2
917175;2
917188;2
915362;2
915414;2
909068;3
909102;3
909302;3
909729;3
909885;3
910777;3
911158;3
911366;3
911819;3
911950;3
912262;3
912278;3
912280;3
912287;3
912292;3
912305;3
912310;3
912322;3
912331;3
912332;3
912343;3
912351;3
912354;3
912357;3
912374;3
912385;3
912388;3
912400;3
912402;3
912408;3
912412;3
912413;3
912438;3
912448;3
912451;3
912472;3
912479;3
912486;3
912495;3
912499;3
912529;3
912535;3
912548;3
912560;3
912575;3
912576;3
912594;3
912603;3
912614;3
912618;3
912625;3
912627;3
912630;3
912632;3
912640;3
912641;3
912649;3
912658;3
912680;3
912694;3
912695;3
912707;3
912713;3
912719;3
912727;3
912730;3
912732;3
912741;3
912761;3
912762;3
912763;3
912767;3
912812;3
912855;3
912856;3
912895;3
912908;3
912911;3
912934;3
912938;3
912944;3
912953;3
912970;3
912983;3
913008;3
913014;3
913020;3
913021;3
913037;3
913040;3
913047;3
913058;3
913079;3
913081;3
913108;3
913118;3
913119;3
913128;3
913147;3
913251;3
913287;3
913310;3
913314;3
913317;3
913321;3
913338;3
913393;3
913426;3
913450;3
913453;3
913460;3
913467;3
913475;3
913480;3
913483;3
913486;3
913491;3
913493;3
913505;3
913515;3
913534;3
913547;3
913156;3
913173;3
913183;3
913198;3
913205;3
914013;3
914049;3
914162;3
914283;3
914315;3
914342;3
914352;3
914386;3
914554;3
914560;3
914586;3
914636;3
914652;3
913600;3
913602;3
913609;3
913633;3
913830;3
913908;3
914678;3
914687;3
914709;3
914765;3
914770;3
914839;3
914864;3
915049;3
915129;3
915141;3
915150;3
915175;3
915222;3
915240;3
915291;3
886888;4
886898;4
886938;4
887015;4
887298;4
887325;4
887347;4
887509;4
887658;4
887894;4
887898;4
887905;4
887920;4
887939;4
887945;4
887946;4
887952;4
887954;4
887957;4
887966;4
887973;4
887982;4
887987;4
887991;4
887992;4
888005;4
888006;4
888007;4
888014;4
888019;4
888020;4
888025;4
888029;4
888031;4
888032;4
888045;4
888049;4
888057;4
888060;4
888061;4
888064;4
888069;4
888071;4
888090;4
888101;4
888104;4
888114;4
888119;4
888126;4
888130;4
888133;4
888139;4
888140;4
888142;4
888146;4
888156;4
888157;4
888158;4
888177;4
888178;4
888228;4
888265;4
888268;4
888368;4
888371;4
888378;4
888389;4
888399;4
888418;4
888420;4
888431;4
888437;4
888451;4
888474;4
888510;4
888513;4
888529;4
888533;4
888535;4
888544;4
888549;4
888551;4
888565;4
888589;4
888600;4
888601;4
888613;4
888650;4
888655;4
888660;4
888673;4
888679;4
888695;4
888698;4
888710;4
888712;4
888713;4
888723;4
888731;4
888734;4
888736;4
888738;4
888749;4
888752;4
888769;4
888773;4
888778;4
888787;4
888788;4
888807;4
888815;4
888823;4
888829;4
888831;4
888844;4
888863;4
888865;4
888868;4
888895;4
888902;4
888928;4
888940;4
888945;4
888946;4
888951;4
888956;4
888960;4
888967;4
888973;4
888979;4
888982;4
888991;4
888997;4
888998;4
889007;4
889008;4
889010;4
889014;4
889022;4
889052;4
889066;4
889075;4
889077;4
889094;4
889095;4
889109;4
889119;4
889123;4
889134;4
889135;4
889146;4
889152;4
889155;4
889159;4
889162;4
889164;4
889165;4
889167;4
889173;4
889174;4
889182;4
889191;4
889195;4
889197;4
889207;4
889210;4
889218;4
889221;4
889231;4
889236;4
889237;4
889238;4
889251;4
889254;4
889262;4
889268;4
889276;4
889282;4
889292;4
889299;4
889307;4
889319;4
889345;4
889346;4
889349;4
889350;4
889376;4
889387;4
889390;4
889393;4
889411;4
889417;4
889424;4
889426;4
889435;4
889443;4
889465;4
889468;4
889471;4
889477;4
889478;4
889480;4
889487;4
889494;4
